ds,y
2019-01-22,19.18
2019-01-23,19.51
2019-01-24,18.559998999999998
2019-01-25,17.969998999999998
2019-01-28,17.860001
2019-01-29,17.76
2019-01-30,17.969998999999998
2019-01-31,18.24
2019-02-01,18.209999
2019-02-04,18.049999
2019-02-05,18.25
2019-02-06,18.389999
2019-02-07,18.049999
2019-02-08,18.040001
2019-02-11,18.120001000000002
2019-02-12,17.969998999999998
2019-02-13,17.93
2019-02-14,17.940001000000002
2019-02-15,18.26
2019-02-19,18.440001000000002
2019-02-20,18.51
2019-02-21,18.280001000000002
2019-02-22,18.450001
2019-02-25,18.200001
2019-02-26,17.99
2019-02-27,17.83
2019-02-28,17.85
2019-03-01,17.6
2019-03-04,17.07
2019-03-05,17.51
2019-03-06,17.639999
2019-03-07,17.690001000000002
2019-03-08,17.83
2019-03-11,18.190001000000002
2019-03-12,18.16
2019-03-13,18.42
2019-03-14,18.59
2019-03-15,19.040001
2019-03-18,19.09
2019-03-19,19.23
2019-03-20,19.27
2019-03-21,19.110001
2019-03-22,18.940001000000002
2019-03-25,18.59
2019-03-26,18.879998999999998
2019-03-27,18.59
2019-03-28,18.129998999999998
2019-03-29,18.18
2019-04-01,18.6
2019-04-02,18.559998999999998
2019-04-03,18.879998999999998
2019-04-04,18.870001000000002
2019-04-05,18.35
2019-04-08,18.35
2019-04-09,18.290001
2019-04-10,18.25
2019-04-11,18.08
2019-04-12,18.34
2019-04-15,18.610001
2019-04-16,18.59
2019-04-17,18.709999
2019-04-18,18.52
2019-04-22,18.41
2019-04-23,18.309998999999998
2019-04-24,17.969998999999998
2019-04-25,17.959999
2019-04-26,18.370001000000002
2019-04-29,18.52
2019-04-30,18.52
2019-05-01,18.440001000000002
2019-05-02,18.4
2019-05-03,18.459999
2019-05-06,18.33
2019-05-07,18.26
2019-05-08,18.16
2019-05-09,18.110001
2019-05-10,18.33
2019-05-13,16.77
2019-05-14,16.34
2019-05-15,16.059998999999998
2019-05-16,15.87
2019-05-17,15.74
2019-05-20,16.02
2019-05-21,15.97
2019-05-22,15.85
2019-05-23,15.56
2019-05-24,15.99
2019-05-28,15.95
2019-05-29,16.290001
2019-05-30,16.379998999999998
2019-05-31,16.209999
2019-06-03,16.360001
2019-06-04,16.889999
2019-06-05,16.780001000000002
2019-06-06,16.18
2019-06-07,16.440001000000002
2019-06-10,16.42
2019-06-11,16.469998999999998
2019-06-12,16.290001
2019-06-13,16.27
2019-06-14,16.0
2019-06-17,15.92
2019-06-18,16.15
2019-06-19,16.1
2019-06-20,16.309998999999998
2019-06-21,16.139999
2019-06-24,16.0
2019-06-25,15.69
2019-06-26,15.95
2019-06-27,16.26
2019-06-28,16.33
2019-07-01,16.129998999999998
2019-07-02,16.209999
2019-07-03,16.5
2019-07-05,16.83
2019-07-08,16.65
2019-07-09,16.549999
2019-07-10,16.51
2019-07-11,16.6
2019-07-12,16.49
2019-07-15,16.309998999999998
2019-07-16,15.75
2019-07-17,15.68
2019-07-18,15.92
2019-07-19,16.110001
2019-07-22,15.94
2019-07-23,16.200001
2019-07-24,16.4
2019-07-25,16.379998999999998
2019-07-26,18.25
2019-07-29,18.450001
2019-07-30,18.389999
2019-07-31,18.120001000000002
2019-08-01,18.299999
2019-08-02,18.32
2019-08-05,17.889999
2019-08-06,17.860001
2019-08-07,17.98
2019-08-08,18.200001
2019-08-09,18.01
2019-08-12,17.85
2019-08-13,18.120001000000002
2019-08-14,17.9
2019-08-15,17.889999
2019-08-16,18.34
2019-08-19,18.25
2019-08-20,17.93
2019-08-21,18.209999
2019-08-22,18.35
2019-08-23,18.290001
2019-08-26,18.389999
2019-08-27,18.459999
2019-08-28,18.68
2019-08-29,18.92
2019-08-30,18.82
2019-09-03,19.0
2019-09-04,19.110001
2019-09-05,18.84
2019-09-06,19.15
2019-09-09,19.23
2019-09-10,19.42
2019-09-11,19.719998999999998
2019-09-12,19.83
2019-09-13,19.98
2019-09-16,19.709999
2019-09-17,19.68
2019-09-18,19.469998999999998
2019-09-19,19.959999
2019-09-20,19.85
2019-09-23,19.809998999999998
2019-09-24,19.82
2019-09-25,19.84
2019-09-26,20.049999
2019-09-27,19.83
2019-09-30,19.91
2019-10-01,19.4
2019-10-02,19.08
2019-10-03,19.27
2019-10-04,19.48
2019-10-07,19.76
2019-10-08,19.620001000000002
2019-10-09,19.610001
2019-10-10,20.09
2019-10-11,20.219998999999998
2019-10-14,20.18
2019-10-15,20.540001
2019-10-16,20.58
2019-10-17,20.66
2019-10-18,20.610001
2019-10-21,20.549999
2019-10-22,20.73
2019-10-23,20.959999
2019-10-24,20.65
2019-10-25,20.5
2019-10-28,20.57
2019-10-29,20.33
2019-10-30,20.290001
2019-10-31,20.42
2019-11-01,20.469998999999998
2019-11-04,20.540001
2019-11-05,20.85
2019-11-06,20.85
2019-11-07,20.91
2019-11-08,20.68
2019-11-11,20.540001
2019-11-12,21.25
2019-11-13,21.110001
2019-11-14,20.51
2019-11-15,19.85
2019-11-18,19.67
2019-11-19,19.83
2019-11-20,19.58
2019-11-21,19.610001
2019-11-22,20.02
2019-11-25,20.23
2019-11-26,20.24
2019-11-27,20.120001000000002
2019-11-29,19.82
2019-12-02,19.18
2019-12-03,19.0
2019-12-04,19.08
2019-12-05,18.950001
2019-12-06,18.93
2019-12-09,18.870001000000002
2019-12-10,18.790001
2019-12-11,18.9
2019-12-12,18.940001000000002
2019-12-13,19.530001000000002
2019-12-16,19.690001000000002
2019-12-17,19.52
2019-12-18,19.610001
2019-12-19,19.549999
2019-12-20,19.540001
2019-12-23,19.360001
2019-12-24,19.35
2019-12-26,19.41
2019-12-27,19.620001000000002
2019-12-30,19.34
2019-12-31,19.33
2020-01-02,19.43
2020-01-03,19.290001
2020-01-06,19.34
2020-01-07,19.209999
2020-01-08,19.299999
2020-01-09,19.879998999999998
2020-01-10,19.690001000000002
2020-01-13,19.700001
2020-01-14,20.370001000000002
2020-01-15,20.43
2020-01-16,20.299999
2020-01-17,20.09
2020-01-21,20.16
2020-01-22,19.940001000000002
2020-01-23,20.290001
2020-01-24,20.4
2020-01-27,20.07
2020-01-28,20.33
2020-01-29,20.15
2020-01-30,19.76
2020-01-31,19.610001
2020-02-03,19.58
2020-02-04,19.639999
2020-02-05,18.940001000000002
2020-02-06,19.559998999999998
2020-02-07,19.690001000000002
2020-02-10,19.33
2020-02-11,19.379998999999998
2020-02-12,19.73
2020-02-13,19.67
2020-02-14,19.459999
2020-02-18,20.200001
2020-02-19,20.040001
2020-02-20,20.0
2020-02-21,20.059998999999998
2020-02-24,19.299999
2020-02-25,18.82
2020-02-26,18.629998999999998
2020-02-27,17.99
2020-02-28,17.5
2020-03-02,17.360001
2020-03-03,16.879998999999998
2020-03-04,18.219998999999998
2020-03-05,18.049999
2020-03-06,17.76
2020-03-09,15.91
2020-03-10,16.139999
2020-03-11,14.97
2020-03-12,13.4
2020-03-13,13.7
2020-03-16,11.59
2020-03-17,13.08
2020-03-18,12.6
2020-03-19,13.65
2020-03-20,12.68
2020-03-23,12.54
2020-03-24,13.02
2020-03-25,13.64
2020-03-26,14.79
2020-03-27,14.32
2020-03-30,14.14
2020-03-31,13.77
2020-04-01,13.36
2020-04-02,13.61
2020-04-03,13.54
2020-04-06,14.31
2020-04-07,14.12
2020-04-08,13.85
2020-04-09,14.22
2020-04-13,14.17
2020-04-14,14.16
2020-04-15,13.54
2020-04-16,13.39
2020-04-17,13.78
2020-04-20,13.68
2020-04-21,13.06
2020-04-22,13.26
2020-04-23,13.21
2020-04-24,13.64
2020-04-27,13.84
2020-04-28,13.93
2020-04-29,14.86
2020-04-30,14.14
2020-05-01,13.61
2020-05-04,13.82
2020-05-05,13.92
2020-05-06,13.78
2020-05-07,13.89
2020-05-08,14.12
2020-05-11,14.02
2020-05-12,14.93
2020-05-13,14.87
2020-05-14,14.66
2020-05-15,14.73
2020-05-18,15.71
2020-05-19,15.46
2020-05-20,15.61
2020-05-21,15.73
2020-05-22,15.91
2020-05-26,15.94
2020-05-27,16.200001
2020-05-28,16.5
2020-05-29,16.51
2020-06-01,16.879998999999998
2020-06-02,16.98
2020-06-03,17.139999
2020-06-04,17.26
2020-06-05,17.559998999999998
2020-06-08,18.16
2020-06-09,17.75
2020-06-10,17.450001
2020-06-11,15.61
2020-06-12,15.96
2020-06-15,15.94
2020-06-16,16.290001
2020-06-17,16.139999
2020-06-18,15.85
2020-06-19,15.65
2020-06-22,15.88
2020-06-23,16.01
2020-06-24,15.63
2020-06-25,15.89
2020-06-26,15.41
2020-06-29,15.74
2020-06-30,15.94
2020-07-01,16.0
2020-07-02,16.059998999999998
2020-07-06,16.280001000000002
2020-07-07,15.86
2020-07-08,15.83
2020-07-09,15.49
2020-07-10,15.67
2020-07-13,15.46
2020-07-14,15.92
2020-07-15,16.09
2020-07-16,15.96
2020-07-17,16.280001000000002
2020-07-20,16.309998999999998
2020-07-21,16.559998999999998
2020-07-22,16.59
2020-07-23,16.34
2020-07-24,15.61
