ds,y
2020-07-27,15.62
2020-07-28,15.83
2020-07-29,16.1
2020-07-30,15.66
2020-07-31,15.2
2020-08-03,15.33
2020-08-04,15.54
2020-08-05,15.39
2020-08-06,15.42
2020-08-07,15.41
2020-08-10,15.5
2020-08-11,15.5
2020-08-12,15.75
2020-08-13,15.85
2020-08-14,15.59
2020-08-17,15.46
2020-08-18,15.58
2020-08-19,15.56
2020-08-20,15.27
2020-08-21,14.99
2020-08-24,15.39
2020-08-25,15.19
2020-08-26,15.23
2020-08-27,15.07
2020-08-28,14.94
2020-08-31,14.77
2020-09-01,14.49
2020-09-02,14.6
2020-09-03,14.39
2020-09-04,14.18
2020-09-08,14.08
2020-09-09,14.38
2020-09-10,13.97
2020-09-11,14.12
2020-09-14,14.16
2020-09-15,14.06
2020-09-16,14.2
2020-09-17,14.04
2020-09-18,14.03
2020-09-21,13.45
2020-09-22,13.42
2020-09-23,13.32
2020-09-24,13.46
2020-09-25,13.36
2020-09-28,13.48
2020-09-29,13.37
2020-09-30,13.42
2020-10-01,13.25
2020-10-02,13.46
2020-10-05,14.19
2020-10-06,14.23
2020-10-07,14.22
2020-10-08,14.57
2020-10-09,14.63
2020-10-12,14.77
2020-10-13,14.6
2020-10-14,14.37
2020-10-15,14.32
2020-10-16,14.28
2020-10-19,14.21
2020-10-20,14.46
2020-10-21,14.33
2020-10-22,14.55
2020-10-23,14.84
2020-10-26,14.52
2020-10-27,13.98
2020-10-28,13.43
2020-10-29,13.55
2020-10-30,13.51
2020-11-02,13.81
2020-11-03,13.92
2020-11-04,13.9
2020-11-05,14.11
2020-11-06,13.97
2020-11-09,14.89
2020-11-10,15.59
2020-11-11,15.69
2020-11-12,15.49
2020-11-13,16.120001000000002
2020-11-16,16.74
2020-11-17,16.35
2020-11-18,16.32
2020-11-19,16.34
2020-11-20,16.469998999999998
2020-11-23,16.389999
2020-11-24,16.860001
2020-11-25,16.76
2020-11-27,16.85
2020-11-30,16.58
2020-12-01,16.84
2020-12-02,17.030001000000002
2020-12-03,17.120001000000002
2020-12-04,17.549999
2020-12-07,17.809998999999998
2020-12-08,17.52
2020-12-09,17.870001000000002
2020-12-10,17.799999
2020-12-11,17.209999
2020-12-14,17.34
2020-12-15,17.559998999999998
2020-12-16,17.610001
2020-12-17,17.120001000000002
2020-12-18,17.15
2020-12-21,16.4
2020-12-22,16.26
2020-12-23,16.639999
2020-12-24,16.709999
